paihang,urls,title,corpt,socore
1,//www.bilibili.com/video/av40672186/,英文版《改革春风吹满地》！！Chinese people so 牛逼！,4353255
2,//www.bilibili.com/video/av41023227/,【老番茄】史上最狠小学生(第二期),3175011
3,//www.bilibili.com/video/av19390801/,【春晚鬼畜】赵本山：我就是念诗之王！【改革春风吹满地】,2048843
4,//www.bilibili.com/video/av41025837/,笑成沙雕！1月新番大吐槽第二弹！在？进来炒股啦！「泛式/新番妙妙屋13」,1923000
5,//www.bilibili.com/video/av40605349/,【电脑装机】如何用最低预算组装一台全新的能畅玩3A大作的游戏电脑？附游戏测试和抽奖,1861753
6,//www.bilibili.com/video/av40472905/,日语版《生僻字》好听跪！魔性鬼畜，美少年僧侣在线念经！,1361270
7,//www.bilibili.com/video/av41048529/,新番史上最速失贞男主？难怪这部一月番无人敢买！,1267648
8,//www.bilibili.com/video/av40961299/,尝试把100瓶“果粒橙”过滤后，到底能有多少果粒？,1164124
9,//www.bilibili.com/video/av40856794/,BILIBILI POWER UP 2018宣传片,1160844
10,//www.bilibili.com/video/av40970472/,【嘟督咆哮解说】5分钟咆哮通关《生化危机2：重制版》Demo,1131929
11,//www.bilibili.com/video/av39573474/,【六小龄童】Something Just Like This,1102668
12,//www.bilibili.com/video/av41114474/,【什么鬼套路】LOL偷钱最脏套路 BOSS级别的老妇女,1071065
13,//www.bilibili.com/video/av40942104/,诚实吐槽一月新番P2：炒股卖萌哪家强？,1023214
14,//www.bilibili.com/video/av40937962/,假面骑士——京骑,1022742
15,//www.bilibili.com/video/av41092995/,【党妹】年度爱用唠嗑妆+如何把鸡窝变成男团头,960275
16,//www.bilibili.com/video/av40907702/,B站邀老番茄专访北极星，两大学霸在线智力碰撞！【bilibili星访问 第31期】,931339
17,//www.bilibili.com/video/av40444882/,【全明星】2018鬼畜全星大回顾,913724
18,//www.bilibili.com/video/av41030671/,这几年竟出了如此真实的校园版GTA游戏,849029
19,//www.bilibili.com/video/av39715823/,耗时一年用MC建出硬派赛博朋克城市-minecraft史诗工程【未知】-AZTTER,843256
20,//www.bilibili.com/video/av41026438/,【敖厂长】美女手机壳竟然暗藏机关,837903
21,//www.bilibili.com/video/av39492241/,【1080/漫威/衔接踩点向】前方高能！让人相当舒服的踩点与衔接！,814852
22,//www.bilibili.com/video/av40789489/,【官方回播】BILIBILI MACRO LINK 2018 IN BEIJING,795495
23,//www.bilibili.com/video/av40936279/,【孟鹤堂rap】不盘他 能圆润吗,787309
24,//www.bilibili.com/video/av39425207/,她哭的那个瞬间 全世界都输了,769484
25,//www.bilibili.com/video/av40765114/,UP主被骂：滚出B站,764200
26,//www.bilibili.com/video/av40781088/,270km入弯！亲身体验日本地下飙车,764140
27,//www.bilibili.com/video/av40939475/,【逗鱼时刻】第186期 杰尼自己人！,755224
28,//www.bilibili.com/video/av39237975/,我不仅开口说话和你吵架，还要把你周围的空气吃干净让你窒息...,718100
29,//www.bilibili.com/video/av40956414/,新闻放送意外事故集锦，这谁顶得住,717108
30,//www.bilibili.com/video/av40866176/,【该细还得细】FGO国服《冥界的圣诞快乐》圣诞三期攻略,711204
31,//www.bilibili.com/video/av40887587/,【王思妇】生♂僻字,699324
32,//www.bilibili.com/video/av40938473/,中国网游史，抄袭是游戏行业的“原罪”吗？,689680
33,//www.bilibili.com/video/av41088467/,爸爸在逛某网发现女儿照片(ﾟДﾟ≡ﾟдﾟ)!?网络上那些让人笑到窒息的沙雕图(｀・ω・´) 第一百零八期,686489
34,//www.bilibili.com/video/av41060534/,徐老师来巡山200：魔力蛮王 乱斗四杀只需一刀,678620
35,//www.bilibili.com/video/av41104374/,震惊！京阿尼的卖肉动画，竟然还可以这样玩？,675452
36,//www.bilibili.com/video/av39303278/,【230部动画/泪目】像你永远活着那样去追求梦想，也像今天即将死去那样用力活着！,670663
37,//www.bilibili.com/video/av40301311/,【李云龙】生僻字,631954
38,//www.bilibili.com/video/av41137758/,华农兄弟：兄弟跟老婆打架受了一点内伤，挑2只竹鼠给他补一下,621268
39,//www.bilibili.com/video/av40681810/,DECO*27 - 乙女解剖 feat. 初音未来,618004
40,//www.bilibili.com/video/av40812617/,游戏史上最硬核的游戏 99％的玩家被劝退！,617774
41,//www.bilibili.com/video/av41010621/,《啥是佩奇》8分14秒高清完整版  你想对那只猪做什么？？？,589697
42,//www.bilibili.com/video/av40909320/,【孟鹤堂rap】核弹Rap!盘他!盘他!!盘他!!!,582027
43,//www.bilibili.com/video/av41078522/,王老菊教你修仙03：工具人金丹直指,578464
44,//www.bilibili.com/video/av41025801/,《复联4》后《钢铁侠4》的剧情泄露，托尼成为了战争之王！,577649
45,//www.bilibili.com/video/av40830732/,为什么年轻人越来越反感“亲戚”这类人？你中枪了吗？,567060
46,//www.bilibili.com/video/av40812426/,现在05后都这么漂亮了吗？这让我们95后怎么活？,562273
47,//www.bilibili.com/video/av40780435/,冒着被侵犯的风险，试吃了所有的民间X藥，效果......,561371
48,//www.bilibili.com/video/av40786581/,听了朱广权的《生僻字》，真的觉得其他的人都是辣鸡！,552065
49,//www.bilibili.com/video/av40822506/,女生能污到什么程度？！啊哈哈哈【不笑挑战22】,551210
50,//www.bilibili.com/video/av41012145/,【嫂】致每一个对生活失望的人| 超燃逆袭| 校园霸凌 |讨好型人格|杀不死我的 使我更强大（上）,550999
51,//www.bilibili.com/video/av40961700/,试吃周杰伦同款手抓饼，以后再也不用去街边买手抓饼吃了,546652
52,//www.bilibili.com/video/av40637100/,【Asilent】一个玩了差不多两年的MC生存存档长什么样子？,544926
53,//www.bilibili.com/video/av40883962/,《生僻字》日语版so NB！魔性中毒，日本歌手也来在线念经！？【ゆう十】,544665
54,//www.bilibili.com/video/av40180906/,[中字] 如何唱出Lemon的精髓 @ガーリィレコード,523316
55,//www.bilibili.com/video/av39674794/,【核爆神曲】听听 现场版 燃爆全世界的神曲【主唱以及作曲人：泽野弘之 和田光司 山田信夫 花泽香菜 生物股长 仓木麻衣 南条爱乃。。。。】,522083
56,//www.bilibili.com/video/av40866318/,【孟鹤堂rap】盘他！盘他！！盘他！！！,520786
57,//www.bilibili.com/video/av40245714/,北大招生题：a+b+c=1，a²+b²+c²=2，a³+b³+c³=3，难度相当大,517251
58,//www.bilibili.com/video/av40827768/,这位爸爸怕不是要把女儿的男朋友干掉Σ( ￣□￣||)网络上的沙雕图【第88期】,515395
59,//www.bilibili.com/video/av41014425/,【花少北】无聊到爆笑的有毒游戏,508536
60,//www.bilibili.com/video/av40886039/,【新番吐个爽】三玖为何天下第一？原因竟有史实为证！,508075
61,//www.bilibili.com/video/av40930427/,草根男团，众筹出道！K/DA,497664
62,//www.bilibili.com/video/av40924966/,【散人】最惨皇帝后宫记之谁是太子,492720
63,//www.bilibili.com/video/av39863661/,“我信你个鬼，你这个糟老头子坏的很”原版出处。漫长的20分钟。会让你感觉到人生到达了巅峰哟,487575
64,//www.bilibili.com/video/av39470282/,【海绵宝宝】打上花火,487495
65,//www.bilibili.com/video/av39489453/,【全明星】小猪挂奇,479110
66,//www.bilibili.com/video/av40735816/,事实证明，在性感面前，可爱不堪一击,473219
67,//www.bilibili.com/video/av40975778/,【主播真会玩】154：大司马回首掏现场教学，Doinb抽奖秒变单身,472827
68,//www.bilibili.com/video/av41040578/,史诗级超燃战斗！特效向真人jojo！,472446
69,//www.bilibili.com/video/av40016490/,非牛顿流体防摔保护壳有多牛？这才是黑科技！,470947
70,//www.bilibili.com/video/av39587934/,【仙剑奇侠传三】此生不换‖十周年纪念,461904
71,//www.bilibili.com/video/av38769543/,【猫和老鼠】汤姆和杰瑞实力演绎改革春风吹满地    怎么能少了它俩！,457646
72,//www.bilibili.com/video/av40798495/,男子克隆6个老婆，每晚享乐不停，几分钟看完最新科幻片《收割伊丽莎白》,446552
73,//www.bilibili.com/video/av39664028/,日本“女性机器人”彻底火了，看完内部结构，网友：精巧逼真啊,446054
74,//www.bilibili.com/video/av39954044/,微电影《 爸：我也是为你好》——杨永信之戒「魔幻现实」,442808
75,//www.bilibili.com/video/av39085912/,“抖音”给“快手”打电话！  神奇室友第三期！,440899
76,//www.bilibili.com/video/av40738731/,这或许就是史上最硬核的父亲了Σ(ﾟдﾟ;) 网上让人笑到窒息的沙雕图【第82期】,432827
77,//www.bilibili.com/video/av40817046/,海洋生物有多可怕？几个恐怖的瞬间,429457
78,//www.bilibili.com/video/av40780452/,世界上最安全电锯，碰到手立即停止，设计师亲自用手试验,428645
79,//www.bilibili.com/video/av40924986/,两个女生轮流亲这谁顶得住啊 男生出门在外真是太危险了,427997
80,//www.bilibili.com/video/av39381375/,国防部想把我笑死！！！,426877
81,//www.bilibili.com/video/av41086562/,【nya酱】圈内人教你们如何拔草！做有自控能力的富婆！,426491
82,//www.bilibili.com/video/av41028449/,【极度舒适系列】那些惊艳至极的服化道！视觉盛宴！【第13期】,420473
83,//www.bilibili.com/video/av41048730/,佩琪的制作。,418885
84,//www.bilibili.com/video/av40719400/,【神还原】LOL低配版超搞笑MV《rise》  一人分饰多角,415898
85,//www.bilibili.com/video/av41087360/,纽约最贵2000美元黄金披萨，自己做要花多少钱？,410581
86,//www.bilibili.com/video/av40796063/,当考场进来一只猫，整个教室都沸腾了,410408
87,//www.bilibili.com/video/av40757069/,【大老师首发单曲】千叶不太热,409922
88,//www.bilibili.com/video/av40756232/,《白蛇.缘起》官方宣发请给力点，高口碑低票房不是你的出路,409699
89,//www.bilibili.com/video/av41024692/,【瓜/鳅/块/洛】原创《绘笔江南》---四大才子再合体！！！,407245
90,//www.bilibili.com/video/av40914954/,【白蛇缘起】木鱼三分钟影评——每一个真正的进步，都值得赞许,399256
91,//www.bilibili.com/video/av40816207/,瞧 你现在是这种形状⊙ω⊙笑到肚子痛的沙雕图58期,396365
92,//www.bilibili.com/video/av40185547/,【生僻字】元素周期表,383956
93,//www.bilibili.com/video/av40792101/,大大大眼睛，肿眼泡福音【郑犹豫】,381501
94,//www.bilibili.com/video/av41126133/,5招教你如何征服美丽猫咪！养猫最最最基础攻略！,381373
95,//www.bilibili.com/video/av41085787/,《啥是佩奇》什么是佩奇啊高清完整版-国语720P,380385
96,//www.bilibili.com/video/av41093552/,肥曈 |英国伦敦VLOG（上) 新年快乐 我剪短发啦,379155
97,//www.bilibili.com/video/av41041416/,【疯老板06】60岁老奶奶教我一招鸡蛋汤做法，原来可以这么好喝啊！,377790
98,//www.bilibili.com/video/av40236601/,「字幕」美国大叔猜测自己儿子是基，找靓女撩一下测试结果很满意,377638
99,//www.bilibili.com/video/av36863483/,《白蛇：缘起》曝推广曲mv 周深献唱缘起前世深情,377125
100,//www.bilibili.com/video/av40423488/,【日语填词】赵本山：我就是念诗之王！【改革春风吹满地（日语填词版）】,374521
